num,svn_id,role_on_project,project_name
1436,jitendra,PMC,Apache Hadoop
1490,jitendra,Committer,Apache Hadoop
1538,jitendra,Committer,Apache Hive
2189,John McNally,NA,Db
248,joakime,Emeritus Committer,Apache Continuum
608,joakime,Emeritus,Apache Maven
1025,joakime,Emeritus,Apache Archiva
69,jo0069,PMC,Apache Aries
350,jo0350,PMC,Apache Geronimo
394,jo0394,Committer,Apache Geronimo
1048,jo1048,PMC,Apache Aries
2074,jo2074,NA,Aries
2257,jo2257,NA,Geronimo
1345,jo1345,Committer,Apache Geronimo
2648,jo2648,NA,Sentry
40,jo0040,Contributor,ActiveMQ
1198,jo1198,Contributor,Apache Camel
1937,jo1937,NA,ActiveMQ
2163,jo2163,NA,Camel
227,jo0227,Contributor,Apache Camel
646,jo0646,Committer,Apache OpenJPA
2592,jo2592,NA,OpenJPA
1645,jo1645,Committer,Apache OpenJPA
304,jo0304,Contributor,Apache Commons Jelly
1306,jo1306,Contributor,Apache Commons Jelly
24,joe,Committer,ActiveMQ
929,joe,Committer,Apache ActiveMQ
1922,joe,NA,ActiveMQ
2019,zhewang,NA,Ambari
718,joed,Committer,Apache ServiceMix
1228,joed,Committer,Apache Camel
2147,joed,NA,Camel
2683,joed,NA,ServiceMix
212,joed,Committer,Apache Camel
1704,joed,Committer,Apache ServiceMix
498,johan,Committer,Apache Hadoop
797,johan,PMC,Apache Whirr
806,johan,Committer,Apache Whirr
1849,johan,committer,Apache Whirr
1859,johan,PMC,Apache Whirr
2332,johan,NA,Hadoop
1492,johan,Committer,Apache Hadoop
599,jdcasey,PMC Member,Apache Maven
838,jkaputin,Committer,Apache Woden
1867,jkaputin,Committer,Apache Woden
252,jkeyes,Committer,Apache Commons CLI
1250,jkeyes,Committer,Apache Commons CLI
685,jo0685,Emeritus Committer,Apache River
278,jmcnally,Committer,Apache Commons Email
286,jmcnally,Committer,Apache Commons FileUpload
828,jmcnally,Committer,Apache Torque
1812,jmcnally,Java Developer,Apache Torque
1281,jmcnally,Committer,Apache Commons Email
2115,jpullokk,NA,Calcite
2437,jpullokk,NA,Hive
351,jo0351,PMC,Apache Geronimo
395,jo0395,Committer,Apache Geronimo
70,jo0070,Contributor,Apache Aries
1049,jo1049,PMC,Apache Aries
2075,jo2075,NA,Aries
533,jvs,Committer,Apache Hive
1188,jvs,committer,Apache Bigtop
955,jspeidel,PMC,Apache Ambari
1989,jspeidel,NA,Ambari
2513,jspeidel,NA,Knox
854,jspiedel,Committer,Apache Ambari
2227,johnyrufus,NA,Flume
2190,Jon Scott Stevens,NA,Db
26,janstey,Committer,ActiveMQ
719,janstey,Committer,Apache ServiceMix
931,janstey,Committer,Apache ActiveMQ
1229,janstey,Committer,Apache Camel
1923,janstey,NA,ActiveMQ
2148,janstey,NA,Camel
2684,janstey,NA,ServiceMix
213,janstey,Committer,Apache Camel
1705,janstey,Committer,Apache ServiceMix
282,jon,Committer,Apache Commons Email
825,jon,Committer,Apache Torque
1815,jon,Java Developer,Apache Torque
1244,jon,Committer,Apache Commons Betwixt
1285,jon,Committer,Apache Commons Email
25,jlim,Committer,ActiveMQ
930,jlim,Committer,Apache ActiveMQ
661,jcoveney,Committer,Apache Pig
2614,jcoveney,NA,Pig
494,jeagles,Committer,Apache Hadoop
1434,jeagles,PMC,Apache Hadoop
1486,jeagles,Committer,Apache Hadoop
427,jmhsieh,Committer,Apache Hbase
1012,jmhsieh,Contributor,Apache Accumulo
1895,jmhsieh,NA,Accumulo
2228,jmhsieh,NA,Flume
2389,jmhsieh,NA,HBase
2721,jmhsieh,NA,Sqoop
1404,jmhsieh,Committer,Apache HBase
1988,jonathanhurley,NA,Ambari
2031,jo2031,NA,Ambari
2191,Jorgen Loland,NA,Db
998,elserj,PMC,Apache Accumulo
1003,elserj,Committer,Apache Accumulo
1883,elserj,NA,Accumulo
2116,elserj,NA,Calcite
2606,jo2606,NA,Phoenix
529,jsensarma,Committer,Apache Hive
2415,jssarma,NA,Hive
1528,jssarma,PMC,Apache Hive
2104,Jeremy Bauer,NA,BVal
300,James Strachan,Committer,Apache Commons Jelly
684,ju0684,Emeritus Committer,Apache River
2032,ju2032,NA,Ambari
747,ju0747,Contributor,Apache ServiceMix
2698,ju2698,NA,ServiceMix
1734,ju1734,Contributor,Apache ServiceMix
1589,ju1589,NA,Apache Karaf
552,jukka,Committer,Apache Jackrabbit
769,jukka,Mentor,Apache Sling
2474,jukka,NA,Jackrabbit
1567,jukka,Committer,Apache Jackrabbit
1764,jukka,Mentor,Apache Sling
2622,juliaw,NA,REEF
2117,jhyde,NA,Calcite
561,reschke,Committer,Apache Jackrabbit
2483,reschke,NA,Jackrabbit
1576,reschke,Committer,Apache Jackrabbit
662,julien,PMC member,Apache Pig
674,julien,Committer,Apache Pig
2615,julien,NA,Pig
1666,julien,PMC member,Apache PIG
417,jnioche,Committer,Apache Gora
1395,jnioche,Committer Emeritus,Apache Gora
1346,ju1346,Committer,Apache Geronimo
2258,ju2258,NA,Geronimo
2333,junping_du,NA,Hadoop
553,justin,Committer,Apache Jackrabbit
2475,justin,NA,Jackrabbit
759,justin,Committer,Apache Sling
766,justin,PMC,Apache Sling
1568,justin,Committer,Apache Jackrabbit
1750,justin ,Java Developer,Apache Sling
1760,justin ,PMC,Apache Sling
2192,Jason van Zyl,NA,Db
2193,Knut Anders Hatlen,NA,Db
2317,drankye,NA,Hadoop
501,kzhang,Committer,Apache Hadoop
855,kzhang,Committer,Apache Ambari
856,kzhang,PMC,Apache Ambari
956,kzhang,PMC,Apache Ambari
1990,kzhang,NA,Ambari
2335,kzhang,NA,Hadoop
1496,kzhang,Committer,Apache Hadoop
429,kannan,Committer,Apache Hbase
2391,kannan,NA,HBase
1406,kannan,Committer,Apache HBase
805,kve,Committer,Apache Whirr
1850,kve,committer,Apache Whirr
2334,kasha,NA,Hadoop
1493,kasha,Committer,Apache Hadoop
430,karthik,Committer,Apache Hbase
2392,karthik,NA,HBase
1407,karthik,Committer,Apache HBase
781,kasun,Committer,Apache Synapse
1776,kasun,Committer,Apache Synapse
2739,kasun,NA,Synapse
2722,kathleen,NA,Sqoop
1373,kaz,Committer,Apache Gora
1387,kaz,PMC,Apache Gora
2291,kaz,NA,Gora
149,keithc,Committer,Apache Axis
1136,keithc,Committer,Apache Axis2
3,kturner,PMC,Apache Accumulo
5,kturner,Committer,Apache Accumulo
418,kturner,Committer,Apache Gora
999,kturner,PMC,Apache Accumulo
1004,kturner,Committer,Apache Accumulo
1374,kturner,Committer,Apache Gora
1388,kturner,PMC,Apache Gora
1884,kturner,NA,Accumulo
2292,kturner,NA,Gora
352,ke0352,PMC,Apache Geronimo
396,ke0353,Committer,Apache Geronimo
2259,ke0354,NA,Geronimo
1348,ke0355,Committer,Apache Geronimo
2105,kevan,NA,BVal
71,kevan,PMC,Apache Aries
365,kevan,PMC Chair,Apache Geronimo
409,kevan,Committer,Apache Geronimo
1050,kevan,PMC,Apache Aries
1152,kevan,PMC,Apache BVal
1347,kevan,Committer,Apache Geronimo
175,kevan,PMC,Apache Bean Validation
186,kevan,Committer,Apache Bean Validation
193,kevan,Mentor,Apache Bean Validation
2508,kminder,NA,Knox
631,ke0631,PMC,Apache OpenJPA
647,ke0632,Committer,Apache OpenJPA
1646,ke0633,Committer,Apache OpenJPA
1657,ke0634,PMC,Apache OpenJPA
2593,ke0635,NA,OpenJPA
2438,kevinwilfong,NA,Hive
1539,kevinwilfong,Committer,Apache Hive
499,kihwal,Committer,Apache Hadoop
1438,kihwal,PMC,Apache Hadoop
1494,kihwal,Committer,Apache Hadoop
2560,kiran,NA,Nutch
74,ki0074,PMC,Apache Aries
1053,ki1053,PMC,Apache Aries
2078,ki2078,NA,Aries
2194,Kathey Marsden,NA,Db
500,knoguchi,Committer,Apache Hadoop
1495,knoguchi,Committer,Apache Hadoop
2312,cos,NA,Hadoop
2455,cos,NA,Ignite
1170,cos,committer,Apache Bigtop
1473,cos,Committer,Apache Hadoop
264,ko0264,Contributor,Apache Commons Configuration
1270,ko0265,Contributor,Apache Commons Configuration
460,shv,PMC,Apache Hadoop
512,shv,Committer,Apache Hadoop
2349,shv,NA,Hadoop
1445,shv,PMC,Apache Hadoop
1506,shv,Committer,Apache Hadoop
2027,kr2027,NA,Ambari
619,lwaterman,PMC,Apache ODE
623,lwaterman,Committer,Apache ODE
1626,lwaterman,PMC,Apache ODE
1630,lwaterman,Developer,Apache ODE
2338,lmccay,NA,Hadoop
2509,lmccay,NA,Knox
431,larsgeorge,Committer,Apache Hbase
796,larsgeorge,PMC,Apache Whirr
804,larsgeorge,Committer,Apache Whirr
1851,larsgeorge,committer,Apache Whirr
1860,larsgeorge,PMC,Apache Whirr
2393,larsgeorge,NA,HBase
1408,larsgeorge,Committer,Apache HBase
2164,lhein,NA,Camel
720,lhein,Committer,Apache ServiceMix
736,lhein,PMC,Apache ServiceMix
2685,lhein,NA,ServiceMix
228,lhein,Contributor,Apache Camel
1602,lhein,NA,Apache Karaf
1706,lhein,Committer,Apache ServiceMix
1723,lhein,PMC,Apache ServiceMix
839,lmandel,Committer,Apache Woden
1868,lmandel,Committer,Apache Woden
72,le0072,Contributor,Apache Aries
2076,le2076,NA,Aries
1051,le1051,Contributor,Apache Aries
353,le0353,PMC,Apache Geronimo
397,le0397,Committer,Apache Geronimo
1349,le1349,Committer,Apache Geronimo
2260,le2260,NA,Geronimo
2336,lei,NA,Hadoop
2649,le2649,NA,Sentry
1375,lewismc,Committer,Apache Gora
1389,lewismc,PMC Chair,Apache Gora
2293,lewismc,NA,Gora
2558,lewismc,NA,Nutch
2323,gtcarrera9,NA,Hadoop
2440,lirui,NA,Hive
354,li0354,PMC,Apache Geronimo
398,li0398,Committer,Apache Geronimo
1350,li1350,Committer,Apache Geronimo
2261,li2261,NA,Geronimo
73,li0073,PMC,Apache Aries
355,li0073,PMC,Apache Geronimo
399,li0073,Committer,Apache Geronimo
1052,li0073,PMC,Apache Aries
2077,li0073,NA,Aries
2262,li0073,NA,Geronimo
1351,li0073,Committer,Apache Geronimo
437,liyin,Committer,Apache Hbase
2394,liyin,NA,HBase
1417,liyin,Committer,Apache HBase
2337,lohit,NA,Hadoop
2106,Luciano Resende,NA,BVal
1153,lresende,PMC,Apache BVal
176,lresende,PMC,Apache Bean Validation
187,lresende,Committer,Apache Bean Validation
502,llu,Committer,Apache Hadoop
992,umagesh,PMC,Apache ANT
454,mahadev,PMC,Apache Hadoop
503,mahadev,Committer,Apache Hadoop
857,mahadev,Committer,Apache Ambari
858,mahadev,PMC,Apache Ambari
957,mahadev,PMC,Apache Ambari
1991,mahadev,NA,Ambari
2339,mahadev,NA,Hadoop
2514,mahadev,NA,Knox
2781,mahadev,NA,Zookeeper
1439,mahadev,PMC,Apache Hadoop
1497,mahadev,Committer,Apache Hadoop
2284,maja,NA,Giraph
2515,mkononenko,NA,Knox
237,medgar,Chair,Apache Click
239,medgar,Committer,Apache Click
1239,medgar,Chair,Apache Click
2551,muthaman,NA,MyFaces
2195,Mamta,NA,Db
2263,ma2263,NA,Geronimo
1352,ma1352,Committer,Apache Geronimo
557,mreutegg,Committer,Apache Jackrabbit
2479,mreutegg,NA,Jackrabbit
1572,mreutegg,Committer,Apache Jackrabbit
2712,ma2712,NA,Spark
41,ma0041,Contributor,ActiveMQ
1199,ma1199,Contributor,Apache Camel
1938,ma1938,NA,ActiveMQ
2165,ma2165,NA,Camel
229,ma0229,Contributor,Apache Camel
898,mdisabatino,Committer,Apache Syncope
899,mdisabatino,PMC,Apache Syncope
2751,mdisabatino,NA,Syncope
1788,mdisabatino,PMC member,Apache Syncope
2628,mariia,NA,REEF
332,imario,Committer,Apache Commons VFS
614,imario,PMC,Apache MyFaces
792,imario,PMC,Apache Tobago
1317,imario,Committer,Apache Commons VFS
1619,imario,PMC,Apache MyFaces
2544,imario,NA,MyFaces
1806,imario,PMC,Apache Tobago
376,ma0376,Committer,Apache Geronimo
1939,ma1939,NA,ActiveMQ
2650,ma2650,NA,Sentry
75,ma0075,PMC,Apache Aries
1054,ma1054,PMC,Apache Aries
2079,ma2079,NA,Aries
270,markt,Committer,Apache Commons DBCP
2616,mwagner,NA,Pig
249,mdahm,Committer,Apache Commons BCEL
1241,mdahm,Committer,Apache Commons BCel
2620,weimer,NA,REEF
1952,mpierce,NA,Airavata
554,martijnh,Committer,Apache Jackrabbit
2476,martijnh,NA,Jackrabbit
1569,martijnh,Committer,Apache Jackrabbit
330,martinc,Committer,Apache Commons SCXML
1022,martinc,Committer,Apache Archiva
749,ma0749,Contributor,Apache ServiceMix
2700,ma2700,NA,ServiceMix
1736,ma1736,Contributor,Apache ServiceMix
258,mpoeschl,Committer,Apache Commons Configuration
268,mpoeschl,Committer,Apache Commons DBCP
827,mpoeschl,Committer,Apache Torque
1813,mpoeschl,Java Developer,Apache Torque
1256,mpoeschl,Java Developer,Apache Commons Configuration
1264,mpoeschl,Committer,Apache Commons Configuration
1274,mpoeschl,Committer,Apache Commons DBCP
1245,mvdb,Committer,Apache Commons Betwixt
2602,ma2602,NA,Phoenix
2118,maryannxue,NA,Calcite
900,massi,PMC,Apache Syncope
901,massi,Committer,Apache Syncope
2752,massi,NA,Syncope
1789,massi,PMC member,Apache Syncope
42,ma0042,Contributor,ActiveMQ
1200,ma1200,Contributor,Apache Camel
1940,ma1940,NA,ActiveMQ
2166,ma2166,NA,Camel
230,ma0230,Contributor,Apache Camel
1154,mbenson,PMC Chair,Apache BVal
177,mbenson,PMC,Apache Bean Validation
188,mbenson,Committer,Apache Bean Validation
192,mbenson,PMC Chair,Apache Bean Validation
2547,mcooper,NA,MyFaces
455,mattf,PMC,Apache Hadoop
504,mattf,Committer,Apache Hadoop
2340,mattf,NA,Hadoop
1440,mattf,PMC,Apache Hadoop
1498,mattf,Committer,Apache Hadoop
2686,hogstrom,NA,ServiceMix
721,ma0721,Committer,Apache ServiceMix
737,ma0737,PMC,Apache ServiceMix
1707,hogstrom,Committer,Apache ServiceMix
1724,hogstrom,PMC,Apache ServiceMix
696,mlovett,Committer,Apache Sandesha
1681,mlovett,Committer,Apache Sandesha
85,massie,Committer,Apache Avro
2447,mmccline,NA,Hive
356,ma0356,PMC,Apache Geronimo
400,ma0400,Committer,Apache Geronimo
439,mbertozzi,Committer,Apache Hbase
2396,mbertozzi,NA,HBase
1419,mbertozzi,Committer,Apache HBase
835,duftler,Committer,Apache Woden
1864,duftler,Committer,Apache Woden
2023,ma2023,NA,Ambari
2179,mafr,NA,Crunch
612,matzew,PMC,Apache MyFaces
794,matzew,PMC,Apache Tobago
1155,matzew,PMC,Apache BVal
1617,matzew,PMC,Apache MyFaces
2541,matzew,NA,MyFaces
178,matzew,PMC,Apache Bean Validation
189,matzew,Committer,Apache Bean Validation
1804,matzew,PMC,Apache Tobago
2108,Matthias Wessendorf,NA,BVal
27,mkington,Committer,ActiveMQ
932,mkington,Committer,Apache ActiveMQ
1924,mkington,NA,ActiveMQ
2548,mstarets,NA,MyFaces
2107,Matt Benson,NA,BVal
2723,mengwei,NA,Sqoop
556,meteatamel,Committer,Apache Jackrabbit
2478,meteatamel,NA,Jackrabbit
1571,meteatamel,Committer,Apache Jackrabbit
615,mconcini,committer,Apache MyFaces
791,mconcini,committer,Apache Tobago
1620,mconcini,committer,Apache MyFaces
2550,mconcini,NA,MyFaces
1807,mconcini,committer,Apache Tobago
555,mduerig,Committer,Apache Jackrabbit
2477,mduerig,NA,Jackrabbit
1570,mduerig,Committer,Apache Jackrabbit
28,mgaffney,Committer,ActiveMQ
933,mgaffney,Committer,Apache ActiveMQ
1925,mgaffney,NA,ActiveMQ
2564,joyce,NA,Nutch
136,u136,Committer,Apache Axis
1123,u1123,Committer,Apache Axis2
2603,mi2603,NA,Phoenix
434,stack,Committer,Apache Hbase
463,stack,PMC,Apache Hadoop
2404,stack,NA,HBase
1184,stack,committer,Apache Bigtop
1413,stack,Committer,Apache HBase
1448,stack,PMC,Apache Hadoop
1000,mdrob,PMC,Apache Accumulo
1005,mdrob,Committer,Apache Accumulo
1885,mdrob,NA,Accumulo
761,mykee,Committer,Apache Sling
768,mykee,PMC,Apache Sling
1753,mykee ,Java Developer,Apache Sling
1763,mykee ,PMC,Apache Sling
2229,mpercy,NA,Flume
610,mperham,Emeritus,Apache Maven
2531,mperham,NA,Maven
1616,mperham,Emeritus,Apache Maven
1896,mi1896,NA,Accumulo
2196,Mike Matrigali,NA,Db
2378,antonov,NA,HBase
432,mbautin,Committer,Apache Hbase
2395,mbautin,NA,HBase
1409,mbautin,Committer,Apache HBase
1953,milinda,NA,Airavata
2342,mingma,NA,Hadoop
1353,mi1353,Committer,Apache Geronimo
2264,mi2264,NA,Geronimo
2397,misty,NA,HBase
1553,mithun,Committer,Apache Hive
1201,mi1201,Contributor,Apache Camel
2167,mi2167,NA,Camel
231,mi0231,Contributor,Apache Camel
2109,Mohammad Nour El-Din,NA,BVal
1156,mnour,Committer Emeritus,Apache BVal
179,mnour,PMC,Apache Bean Validation
190,mnour,Committer,Apache Bean Validation
309,morgand,Committer,Apache Commons Logging
2035,mo2035,NA,Ambari
2197,Martin Poeschl,NA,Db
506,mukund,Committer,Apache Hadoop
1500,mukund,Committer,Apache Hadoop
2199,Myrna van Lunteren,NA,Db
958,mpapirkovskyy,PMC,Apache Ambari
1994,mpapirkovskyy,NA,Ambari
2198,Martin Zaun,NA,Db
153,na0153,Contributor,Apache Axis
1140,na1140,Contributor,Apache Axis2
2005,smnaha,NA,Ambari
527,namit,Committer,Apache Hive
1529,namit,PMC,Apache Hive
95,nandana,Committer,Apache Axiom
144,nandana,Committer,Apache Axis
1081,nandana,Committer,Apache Axiom
1131,nandana,Committer,Apache Axis2
959,ncole,PMC,Apache Ambari
1995,ncole,NA,Ambari
272,arista,Committer,Apache Commons EL
1278,arista,Committer,Apache Commons El
160,nbubna,PMC Member,Apache Velocity
165,nbubna,Committer,Apache Velocity
973,nbubna,PMC Member,Apache Velocity Anakia
978,nbubna,Java developer,Apache Velocity Anakia
983,nbubna,Committer,Apache Velocity Anakia
2776,nbubna,NA,Velocity
1831,nbubna,PMC Member,Apache Velocity
1836,nbubna,Java developer,Apache Velocity
2416,navis,NA,Hive
1530,navis,PMC,Apache Hive
1540,navis,Committer,Apache Hive
43,ne0043,Contributor,ActiveMQ
1202,ne1202,Contributor,Apache Camel
1941,ne1941,NA,ActiveMQ
2168,ne2168,NA,Camel
232,ne0232,Contributor,Apache Camel
121,u121,Committer,Apache Axis
1108,u1108,Committer,Apache Axis2
2119,ndimiduk,NA,Calcite
2022,ni2022,NA,Ambari
1410,ndimiduk,Committer,Apache HBase
2709,ni2709,NA,Spark
44,ni0044,Contributor,ActiveMQ
1203,ni1203,Contributor,Apache Camel
1942,ni1942,NA,ActiveMQ
2169,ni2169,NA,Camel
233,ni0233,Contributor,Apache Camel
2765,ni2765,NA,Syncope
267,ni0267,Contributor,Apache Commons Configuration
1273,ni1273,Contributor,Apache Commons Configuration
1165,ni1165,Committer,Apache Batik
433,nspiegelberg,Committer,Apache Hbase
2398,nspiegelberg,NA,HBase
1411,nspiegelberg,Committer,Apache HBase
145,u145,Committer,Apache Axis
1132,u1132,Committer,Apache Axis2
2536,ni2536,NA,Mesos
539,niklas,Committer,Apache James
541,niklas,PMC,Apache James
1555,niklas,Committer,Apache James
76,ni0076,PMC,Apache Aries
1055,ni1055,PMC,Apache Aries
2080,ni2080,NA,Aries
532,nzhang,Committer,Apache Hive
2417,nzhang,NA,Hive
1531,nzhang,PMC,Apache Hive
1954,ndoshi,NA,Airavata
2285,nitay,NA,Giraph
785,olegk,Committer,Apache Synapse
1780,olegk,Committer,Apache Synapse
2743,olegk,NA,Synapse
962,onechiporenko,PMC,Apache Ambari
1997,onechiporenko,NA,Ambari
960,odiachenko,PMC,Apache Ambari
663,olga,PMC member,Apache Pig
675,olga,Committer,Apache Pig
246,olamy,PMC Member,Apache Continuum
1020,olamy,PMC Member,Apache Archiva
841,os0841,Committer,Apache Woden
1870,os1870,Committer,Apache Woden
456,omalley,PMC,Apache Hadoop
507,omalley,Committer,Apache Hadoop
844,omalley,Committer,Apache Ambari
845,omalley,PMC,Apache Ambari
887,omalley,Mentor,Apache HCatalog
961,omalley,PMC,Apache Ambari
1996,omalley,NA,Ambari
2278,omalley,NA,Giraph
2343,omalley,NA,Hadoop
2424,omalley,NA,Hive
2516,omalley,NA,Knox
2634,omalley,NA,REEF
2768,omalley,NA,Tajo
1179,omalley,committer,Apache Bigtop
1191,omalley,mentor,Apache Bigtop
1441,omalley,PMC,Apache Hadoop
1501,omalley,Committer,Apache Hadoop
1541,omalley,Committer,Apache Hive
760,hannonpi,Committer,Apache Sling
767,hannonpi,PMC,Apache Sling
1751,hannonpi ,Java Developer,Apache Sling
1761,hannonpi ,PMC,Apache Sling
1998,pallavkul,NA,Ambari
2217,pallavi,NA,Falcon
1609,pranjan,PMC,Apache Mahout
2524,pa2524,NA,Knox
2651,pa2651,NA,Sentry
457,phunt,PMC,Apache Hadoop
795,phunt,PMC,Apache Whirr
803,phunt,Committer,Apache Whirr
1852,phunt,committer,Apache Whirr
1861,phunt,PMC,Apache Whirr
2230,phunt,NA,Flume
2780,phunt,NA,Zookeeper
1176,phunt,committer,Apache Bigtop
1442,phunt,PMC,Apache Hadoop
1182,ptr,committer,Apache Bigtop
772,pzf,Committer,Apache Synapse
1767,pzf,Committer,Apache Synapse
1955,pzf,NA,Airavata
2730,pzf,NA,Synapse
600,pgier,PMC Member,Apache Maven
2529,pgier,NA,Maven
1613,pgier,PMC Member,Apache Maven
2216,pisaychuk,NA,Falcon
357,pa0357,PMC,Apache Geronimo
401,pa0401,Committer,Apache Geronimo
2265,pa2265,NA,Geronimo
1354,pa1354,Committer,Apache Geronimo
2554,paulnicolucci,NA,MyFaces
534,pauly,Committer,Apache Hive
878,pauly,Committer,Apache HCatalog
879,pauly,PPMC,Apache HCatalog
2220,pavankumar,NA,Falcon
559,ppiegaze,Committer,Apache Jackrabbit
2482,ppiegaze,NA,Jackrabbit
1574,ppiegaze,Committer,Apache Jackrabbit
2221,peeyushb,NA,Falcon
2452,pxiong,NA,Hive
29,pbrooke,Committer,ActiveMQ
934,pbrooke,Committer,Apache ActiveMQ
1926,pbrooke,NA,ActiveMQ
1177,plinnell,committer,Apache Bigtop
255,pe0255,Contributor,Apache Commons CLI
1253,pe1253,Contributor,Apache Commons CLI
1622,pe1622,Contributor,Apache MyFaces
2555,pe2555,NA,MyFaces
77,pe0077,PMC,Apache Aries
1056,pe1056,PMC,Apache Aries
2081,pe2081,NA,Aries
297,proyal,Committer,Apache Commons JEXL
1298,proyal,Committer,Apache Commons JEXL
752,pe0752,Contributor,Apache ServiceMix
2703,pe2703,NA,ServiceMix
1739,pe1739,Contributor,Apache ServiceMix
722,pdodds,Committer,Apache ServiceMix
738,pdodds,PMC,Apache ServiceMix
2687,pdodds,NA,ServiceMix
1708,pdodds,Committer,Apache ServiceMix
1725,pdodds,PMC,Apache ServiceMix
87,philz,Committer,Apache Avro
1065,philz,java,Apache Avro
1071,philz,Committer,Apache Avro
2092,philz,NA,Avro
560,pmarx,Committer,Apache Jackrabbit
2480,pmarx,NA,Jackrabbit
1575,pmarx,Committer,Apache Jackrabbit
274,pierred,Committer,Apache Commons EL
1279,pierred,Committer,Apache Commons El
2218,pragyam,NA,Falcon
2043,pr2043,NA,Ambari
528,prasadc,Committer,Apache Hive
358,pr0358,PMC,Apache Geronimo
402,pr0402,Committer,Apache Geronimo
2266,pr2266,NA,Geronimo
1355,pr1355,Committer,Apache Geronimo
2231,prasadm,NA,Flume
2428,prasadm,NA,Hive
1542,prasadm,Committer,Apache Hive
2425,prasanth_j,NA,Hive
2711,pr2711,NA,Spark
558,ppakulski,Committer,Apache Jackrabbit
2481,ppakulski,NA,Jackrabbit
1573,ppakulski,Committer,Apache Jackrabbit
2725,qxu,NA,Sqoop
279,quintonm,Committer,Apache Commons Email
829,quintonm,Committer,Apache Torque
1811,quintonm,Java Developer,Apache Torque
1282,quintonm,Committer,Apache Commons Email
2200,Quinton McCombs,NA,Db
750,ra0750,Contributor,Apache ServiceMix
2701,ra2701,NA,ServiceMix
1737,ra1737,Contributor,Apache ServiceMix
618,rr,PMC,Apache ODE
622,rr,Committer,Apache ODE
1625,rr,PMC,Apache ODE
1629,rr,Developer,Apache ODE
2213,raghav,NA,Falcon
530,rmurthy,Committer,Apache Hive
2418,rmurthy,NA,Hive
1532,rmurthy,PMC,Apache Hive
458,rangadi,PMC,Apache Hadoop
508,rangadi,Committer,Apache Hadoop
2344,rangadi,NA,Hadoop
1443,rangadi,PMC,Apache Hadoop
1502,rangadi,Committer,Apache Hadoop
2652,ra2652,NA,Sentry
299,rahul,Committer,Apache Commons JEXL
329,rahul,Committer,Apache Commons SCXML
333,rahul,Committer,Apache Commons VFS
1300,rahul,Committer,Apache Commons JEXL
1318,rahul,Committer,Apache Commons VFS
2604,ra2604,NA,Phoenix
2399,rajeshbabu,NA,HBase
2788,rakeshr,NA,Zookeeper
263,rgoers,Committer,Apache Commons Configuration
335,rgoers,Committer,Apache Commons VFS
601,rgoers,PMC Member,Apache Maven
1320,rgoers,Committer,Apache Commons VFS
2528,rgoers,NA,Maven
1261,rgoers,Java Developer,Apache Commons Configuration
1269,rgoers,Committer,Apache Commons Configuration
1614,rgoers,PMC Member,Apache Maven
2045,ra2045,NA,Ambari
1956,raminder,NA,Airavata
2400,ramkrishna,NA,HBase
1416,ramkrishna,Committer,Apache HBase
2605,ra2605,NA,Phoenix
509,ramya,Committer,Apache Hadoop
859,ramya,Committer,Apache Ambari
860,ramya,PMC,Apache Ambari
963,ramya,PMC,Apache Ambari
1999,ramya,NA,Ambari
2345,ramya,NA,Hadoop
1503,ramya,Committer,Apache Hadoop
30,rsaba,Committer,ActiveMQ
935,rsaba,Committer,Apache ActiveMQ
1927,rsaba,NA,ActiveMQ
2790,rgs,NA,Zookeeper
1013,ra1013,Contributor,Apache Accumulo
1897,ra1897,NA,Accumulo
648,ra0648,Committer,Apache OpenJPA
2594,ra2594,NA,OpenJPA
1647,ra1647,Committer,Apache OpenJPA
78,ra0078,PMC,Apache Aries
1057,ra1057,PMC,Apache Aries
2082,ra2082,NA,Aries
902,rene,Committer,Apache Syncope
2753,rene,NA,Syncope
1790,rene,committer,Apache Syncope
1377,rmarroquin,Committer,Apache Gora
1391,rmarroquin,PMC,Apache Gora
2201,Rick Hillegas,NA,Db
104,scheu,Committer,Apache Axiom
139,scheu,Committer,Apache Axis
1090,scheu,Committer,Apache Axiom
1126,scheu,Committer,Apache Axis2
664,rding,PMC member,Apache Pig
676,rding,Committer,Apache Pig
2617,rding,NA,Pig
1667,rding,PMC member,Apache PIG
1231,rickette,Committer,Apache Camel
2150,rickette,NA,Camel
215,rickette,Committer,Apache Camel
315,rsitze,Committer,Apache Commons Logging
2000,rzang,NA,Ambari
2726,rzhou1,NA,Sqoop
632,ri0632,PMC,Apache OpenJPA
649,ri0649,Committer,Apache OpenJPA
1648,ri1648,Committer,Apache OpenJPA
1658,ri1658,PMC,Apache OpenJPA
2595,ri2595,NA,OpenJPA
359,ri0359,PMC,Apache Geronimo
403,ri0403,Committer,Apache Geronimo
1356,ri1356,Committer,Apache Geronimo
2209,rishumehrothra,NA,Falcon
31,rajdavies,Committer,ActiveMQ
723,rajdavies,Committer,Apache ServiceMix
739,rajdavies,PMC,Apache ServiceMix
936,rajdavies,Committer,Apache ActiveMQ
1232,rajdavies,Committer,Apache Camel
1928,rajdavies,NA,ActiveMQ
2151,rajdavies,NA,Camel
2688,rajdavies,NA,ServiceMix
216,rajdavies,Committer,Apache Camel
1709,rajdavies,Committer,Apache ServiceMix
1726,rajdavies,PMC,Apache ServiceMix
